,comp1,comp2,w
18432,2018.comp.300427,2018.comp.200512,1
18433,2018.comp.300427,2018.comp.300427,12
18434,2018.comp.600580,2018.comp.925,1
18435,2018.comp.600580,2018.comp.600580,17
18436,2018.comp.600580,2018.comp.900948,1
18437,2015.comp.300438,2015.comp.300438,17
18438,2015.comp.300457,2015.comp.2594,1
18439,2015.comp.300457,2015.comp.300073,1
18440,2015.comp.300457,2015.comp.300457,20
18441,2016.comp.300438,2016.comp.300438,14
18442,2016.comp.300438,2016.comp.600693,1
18443,2016.comp.300457,2016.comp.2594,1
18444,2016.comp.300457,2016.comp.2108,1
18445,2016.comp.300457,2016.comp.300073,1
18446,2016.comp.300457,2016.comp.300457,17
18447,2015.comp.300439,2015.comp.300294,1
18448,2015.comp.300439,2015.comp.300439,15
18449,2015.comp.300451,2015.comp.600776,1
18450,2015.comp.300451,2015.comp.600177,1
18451,2015.comp.300451,2015.comp.2142,1
18452,2015.comp.300451,2015.comp.300451,26
18453,2015.comp.300451,2015.comp.600208,1
18454,2015.comp.300446,2015.comp.938,1
18455,2015.comp.300446,2015.comp.300446,22
18456,2015.comp.300446,2015.comp.600135,4
18457,2015.comp.600135,2015.comp.413,1
18458,2015.comp.600135,2015.comp.300446,4
18459,2015.comp.600135,2015.comp.600135,19
18460,2016.comp.300446,2016.comp.938,1
18461,2016.comp.300446,2016.comp.2642,1
18462,2016.comp.300446,2016.comp.300446,15
18463,2016.comp.300446,2016.comp.600135,2
18464,2016.comp.600135,2016.comp.413,1
18465,2016.comp.600135,2016.comp.2393,1
18466,2016.comp.600135,2016.comp.300446,2
18467,2016.comp.600135,2016.comp.600135,20
18468,2017.comp.300446,2017.comp.938,1
18469,2017.comp.300446,2017.comp.2642,1
18470,2017.comp.300446,2017.comp.300446,16
18471,2017.comp.300446,2017.comp.600135,3
18472,2017.comp.600135,2017.comp.2393,1
18473,2017.comp.600135,2017.comp.300446,3
18474,2017.comp.600135,2017.comp.600135,18
18475,2018.comp.300446,2018.comp.600135,3
18476,2018.comp.300446,2018.comp.300446,15
18477,2019.comp.300446,2019.comp.600963,1
18478,2019.comp.300446,2019.comp.600135,6
18479,2019.comp.300446,2019.comp.300446,21
18480,2020.comp.300446,2020.comp.600963,1
18481,2020.comp.300446,2020.comp.600135,6
18482,2020.comp.300446,2020.comp.300446,21
18483,2020.comp.300450,2020.comp.300450,18
18484,2020.comp.300450,2020.comp.603155,1
18485,2020.comp.300450,2020.comp.300761,1
18486,2020.comp.300750,2020.comp.701,1
18487,2020.comp.300750,2020.comp.2120,1
18488,2020.comp.300750,2020.comp.300750,16
18489,2016.comp.300452,2016.comp.2412,1
18490,2016.comp.300452,2016.comp.300452,14
18491,2017.comp.300452,2017.comp.2412,1
18492,2017.comp.300452,2017.comp.300218,1
18493,2017.comp.300452,2017.comp.300452,16
18494,2017.comp.300452,2017.comp.603357,1
18495,2019.comp.300452,2019.comp.600196,1
18496,2019.comp.300452,2019.comp.300452,13
18497,2019.comp.300452,2019.comp.600285,1
18498,2019.comp.300452,2019.comp.603357,1
18499,2019.comp.600285,2019.comp.300452,1
18500,2019.comp.600285,2019.comp.600285,18
18501,2020.comp.300452,2020.comp.28,1
18502,2020.comp.300452,2020.comp.600511,1
18503,2020.comp.300452,2020.comp.600196,2
18504,2020.comp.300452,2020.comp.300452,18
18505,2020.comp.300452,2020.comp.600285,1
18506,2020.comp.300452,2020.comp.603357,1
18507,2020.comp.300452,2020.comp.600552,1
18508,2020.comp.300452,2020.comp.300274,1
18509,2020.comp.600285,2020.comp.2433,1
18510,2020.comp.600285,2020.comp.300452,1
18511,2020.comp.600285,2020.comp.600285,23
18512,2019.comp.300455,2019.comp.600495,1
18513,2019.comp.300455,2019.comp.601611,1
18514,2019.comp.300455,2019.comp.969,1
18515,2019.comp.300455,2019.comp.300455,21
18516,2019.comp.300455,2019.comp.600879,1
18517,2019.comp.300455,2019.comp.600017,1
18518,2019.comp.600879,2019.comp.65,1
18519,2019.comp.600879,2019.comp.63,1
18520,2019.comp.600879,2019.comp.600723,1
18521,2019.comp.600879,2019.comp.300455,1
18522,2019.comp.600879,2019.comp.600879,23
18523,2019.comp.600879,2019.comp.600573,1
18524,2020.comp.300455,2020.comp.600871,1
18525,2020.comp.300455,2020.comp.969,1
18526,2020.comp.300455,2020.comp.300455,24
18527,2020.comp.300455,2020.comp.600017,1
18528,2020.comp.300455,2020.comp.603986,1
18529,2020.comp.600879,2020.comp.65,1
18530,2020.comp.600879,2020.comp.600573,1
18531,2020.comp.600879,2020.comp.600723,1
18532,2020.comp.600879,2020.comp.600879,19
18533,2020.comp.600879,2020.comp.600223,1
18534,2020.comp.300457,2020.comp.300457,22
18535,2020.comp.300457,2020.comp.600750,1
18536,2015.comp.300463,2015.comp.300463,23
18537,2019.comp.300464,2019.comp.300464,19
18538,2019.comp.300466,2019.comp.300466,17
18539,2020.comp.300475,2020.comp.688165,1
18540,2020.comp.300475,2020.comp.300475,12
18541,2016.comp.300477,2016.comp.300477,18
18542,2016.comp.300477,2016.comp.600348,1
18543,2015.comp.300477,2015.comp.300477,17
18544,2015.comp.300477,2015.comp.600348,1
18545,2015.comp.300486,2015.comp.300486,24
18546,2015.comp.300158,2015.comp.756,1
18547,2015.comp.300158,2015.comp.999,1
18548,2015.comp.300158,2015.comp.300261,1
18549,2015.comp.300158,2015.comp.300158,20
18550,2020.comp.300496,2020.comp.600061,1
18551,2020.comp.300496,2020.comp.300496,16
18552,2020.comp.300496,2020.comp.600718,1
18553,2020.comp.600718,2020.comp.300496,1
18554,2020.comp.600718,2020.comp.600718,21
18555,2018.comp.300497,2018.comp.404,1
18556,2018.comp.300497,2018.comp.300497,21
18557,2018.comp.300702,2018.comp.300702,18
18558,2019.comp.300497,2019.comp.404,1
18559,2019.comp.300497,2019.comp.300087,1
18560,2019.comp.300497,2019.comp.300497,19
18561,2019.comp.300702,2019.comp.300702,18
18562,2020.comp.300497,2020.comp.404,1
18563,2020.comp.300497,2020.comp.300497,18
18564,2020.comp.300497,2020.comp.601298,1
18565,2020.comp.300702,2020.comp.300702,20
18566,2019.comp.300498,2019.comp.2465,1
18567,2019.comp.300498,2019.comp.600143,1
18568,2019.comp.300498,2019.comp.300498,28
18569,2019.comp.300498,2019.comp.2400,1
18570,2019.comp.300498,2019.comp.600685,1
18571,2019.comp.2400,2019.comp.2967,1
18572,2019.comp.2400,2019.comp.2465,1
18573,2019.comp.2400,2019.comp.300498,1
18574,2019.comp.2400,2019.comp.2400,17
18575,2019.comp.2400,2019.comp.300499,1
18576,2019.comp.2400,2019.comp.600183,1
18577,2020.comp.300498,2020.comp.2423,1
18578,2020.comp.300498,2020.comp.600143,1
18579,2020.comp.300498,2020.comp.300498,31
18580,2020.comp.300498,2020.comp.2400,1
18581,2020.comp.300498,2020.comp.2840,1
18582,2020.comp.300498,2020.comp.600685,1
18583,2020.comp.2400,2020.comp.2967,1
18584,2020.comp.2400,2020.comp.600252,1
18585,2020.comp.2400,2020.comp.300498,1
18586,2020.comp.2400,2020.comp.2400,16
18587,2020.comp.2400,2020.comp.600183,1
18588,2020.comp.2400,2020.comp.600866,1
18589,2020.comp.2840,2020.comp.300498,1
18590,2020.comp.2840,2020.comp.2840,20
18591,2016.comp.300499,2016.comp.300499,17
18592,2016.comp.2123,2016.comp.63,1
18593,2016.comp.2123,2016.comp.938,1
18594,2016.comp.2123,2016.comp.2123,25
18595,2016.comp.2123,2016.comp.600340,1
18596,2016.comp.2123,2016.comp.600583,1
18597,2017.comp.300499,2017.comp.541,1
18598,2017.comp.300499,2017.comp.2544,1
18599,2017.comp.300499,2017.comp.300030,1
18600,2017.comp.300499,2017.comp.300499,14
18601,2017.comp.2123,2017.comp.532,1
18602,2017.comp.2123,2017.comp.2123,18
18603,2018.comp.300499,2018.comp.541,1
18604,2018.comp.300499,2018.comp.2544,1
18605,2018.comp.300499,2018.comp.300499,11
18606,2018.comp.2123,2018.comp.2123,21
18607,2019.comp.300499,2019.comp.541,1
18608,2019.comp.300499,2019.comp.2584,1
18609,2019.comp.300499,2019.comp.2400,1
18610,2019.comp.300499,2019.comp.300499,12
18611,2019.comp.2123,2019.comp.2123,22
18612,2019.comp.300503,2019.comp.300503,14
18613,2019.comp.300503,2019.comp.300780,1
18614,2019.comp.300780,2019.comp.600828,1
18615,2019.comp.300780,2019.comp.300503,1
18616,2019.comp.300780,2019.comp.300780,19
18617,2019.comp.300780,2019.comp.2833,1
18618,2020.comp.300503,2020.comp.300503,18
18619,2020.comp.300780,2020.comp.300780,14
18620,2020.comp.300780,2020.comp.2833,1
18621,2019.comp.300506,2019.comp.636,1
18622,2019.comp.300506,2019.comp.967,1
18623,2019.comp.300506,2019.comp.300506,16
18624,2019.comp.300506,2019.comp.603898,1
18625,2019.comp.300509,2019.comp.300509,13
18626,2019.comp.600210,2019.comp.601991,1
18627,2019.comp.600210,2019.comp.600210,14
18628,2019.comp.600210,2019.comp.2058,2
18629,2019.comp.600210,2019.comp.600469,1
18630,2019.comp.600210,2019.comp.600835,1
18631,2019.comp.300516,2019.comp.300516,19
18632,2019.comp.300516,2019.comp.600685,1
18633,2019.comp.300527,2019.comp.300244,1
18634,2019.comp.300527,2019.comp.300527,15
18635,2016.comp.300523,2016.comp.600100,1
18636,2016.comp.300523,2016.comp.2281,1
18637,2016.comp.300523,2016.comp.300557,1
18638,2016.comp.300523,2016.comp.300523,27
18639,2018.comp.300527,2018.comp.300244,1
18640,2018.comp.300527,2018.comp.300527,16
18641,2018.comp.300516,2018.comp.2783,1
18642,2018.comp.300516,2018.comp.300516,28
18643,2018.comp.300516,2018.comp.600685,1
18644,2016.comp.300548,2016.comp.600776,1
18645,2016.comp.300548,2016.comp.300548,15
18646,2016.comp.300548,2016.comp.600330,3
18647,2016.comp.300548,2016.comp.600517,1
18648,2016.comp.600330,2016.comp.300548,3
18649,2016.comp.600330,2016.comp.600330,21
18650,2017.comp.300548,2017.comp.600619,1
18651,2017.comp.300548,2017.comp.600776,2
18652,2017.comp.300548,2017.comp.300548,15
18653,2017.comp.300548,2017.comp.600330,2
18654,2017.comp.300548,2017.comp.600565,1
18655,2017.comp.600330,2017.comp.300548,2
18656,2017.comp.600330,2017.comp.600330,18
18657,2018.comp.300548,2018.comp.600619,1
18658,2018.comp.300548,2018.comp.600776,2
18659,2018.comp.300548,2018.comp.300548,18
18660,2018.comp.300548,2018.comp.600330,2
18661,2018.comp.300548,2018.comp.600517,1
18662,2018.comp.600330,2018.comp.300548,2
18663,2018.comp.600330,2018.comp.600330,12
18664,2019.comp.300548,2019.comp.600619,1
18665,2019.comp.300548,2019.comp.600776,1
18666,2019.comp.300548,2019.comp.300548,15
18667,2019.comp.300548,2019.comp.600330,1
18668,2019.comp.300548,2019.comp.600517,1
18669,2019.comp.300548,2019.comp.600616,1
18670,2019.comp.600330,2019.comp.300548,1
18671,2019.comp.600330,2019.comp.600330,10
18672,2019.comp.600330,2019.comp.600057,1
18673,2020.comp.300548,2020.comp.600619,1
18674,2020.comp.300548,2020.comp.600776,1
18675,2020.comp.300548,2020.comp.2415,1
18676,2020.comp.300548,2020.comp.300548,16
18677,2020.comp.300548,2020.comp.600330,1
18678,2020.comp.300548,2020.comp.600151,1
18679,2020.comp.600330,2020.comp.300548,1
18680,2020.comp.600330,2020.comp.600330,16
18681,2020.comp.600330,2020.comp.600057,1
18682,2016.comp.300581,2016.comp.693,1
18683,2016.comp.300581,2016.comp.300581,16
18684,2017.comp.300581,2017.comp.693,1
18685,2017.comp.300581,2017.comp.300581,16
18686,2017.comp.300583,2017.comp.919,1
18687,2017.comp.300583,2017.comp.300583,23
18688,2017.comp.2332,2017.comp.2332,21
18689,2018.comp.300583,2018.comp.300583,13
18690,2018.comp.2332,2018.comp.2332,20
18691,2019.comp.300583,2019.comp.300583,12
18692,2019.comp.2332,2019.comp.2332,22
18693,2020.comp.300583,2020.comp.999,1
18694,2020.comp.300583,2020.comp.300026,1
18695,2020.comp.300583,2020.comp.300583,18
18696,2020.comp.2332,2020.comp.2332,20
18697,2019.comp.300586,2019.comp.717,1
18698,2019.comp.300586,2019.comp.300586,11
18699,2019.comp.300586,2019.comp.300758,1
18700,2019.comp.300758,2019.comp.300586,1
18701,2019.comp.300758,2019.comp.300758,16
18702,2020.comp.300586,2020.comp.300586,13
18703,2020.comp.300586,2020.comp.300758,1
18704,2020.comp.300758,2020.comp.300586,1
18705,2020.comp.300758,2020.comp.300758,14
18706,2017.comp.300596,2017.comp.2821,1
18707,2017.comp.300596,2017.comp.300596,17
18708,2018.comp.300596,2018.comp.300596,19
18709,2020.comp.300621,2020.comp.300621,26
18710,2020.comp.300621,2020.comp.600325,2
18711,2020.comp.600325,2020.comp.151,1
18712,2020.comp.600325,2020.comp.300621,2
18713,2020.comp.600325,2020.comp.600325,22
18714,2020.comp.600325,2020.comp.600482,1
18715,2020.comp.600325,2020.comp.600428,1
18716,2020.comp.600325,2020.comp.600637,1
18717,2020.comp.600325,2020.comp.600780,1
18718,2018.comp.300644,2018.comp.300644,19
18719,2017.comp.300647,2017.comp.300647,21
18720,2017.comp.300647,2017.comp.300232,1
18721,2017.comp.300232,2017.comp.300647,1
18722,2017.comp.300232,2017.comp.300232,13
18723,2018.comp.300647,2018.comp.300647,19
18724,2018.comp.300647,2018.comp.300232,1
18725,2018.comp.300232,2018.comp.300252,1
18726,2018.comp.300232,2018.comp.300647,1
18727,2018.comp.300232,2018.comp.300232,13
18728,2017.comp.300653,2017.comp.300693,1
18729,2017.comp.300653,2017.comp.300653,21
18730,2017.comp.300653,2017.comp.300224,4
18731,2017.comp.300224,2017.comp.300653,4
18732,2017.comp.300224,2017.comp.300224,19
18733,2017.comp.300669,2017.comp.2276,1
18734,2017.comp.300669,2017.comp.300669,15
18735,2017.comp.300669,2017.comp.601313,1
18736,2017.comp.601313,2017.comp.300669,1
18737,2017.comp.601313,2017.comp.601313,16
18738,2019.comp.300676,2019.comp.2138,1
18739,2019.comp.300676,2019.comp.300676,16
18740,2019.comp.300676,2019.comp.2030,1
18741,2019.comp.2030,2019.comp.600309,1
18742,2019.comp.2030,2019.comp.2431,1
18743,2019.comp.2030,2019.comp.300676,1
18744,2019.comp.2030,2019.comp.2030,19
18745,2020.comp.300676,2020.comp.2138,1
18746,2020.comp.300676,2020.comp.300676,16
18747,2019.comp.300680,2019.comp.927,1
18748,2019.comp.300680,2019.comp.300390,1
18749,2019.comp.300680,2019.comp.300680,12
18750,2019.comp.300680,2019.comp.900953,1
18751,2017.comp.300687,2017.comp.333,1
18752,2017.comp.300687,2017.comp.300687,14
18753,2018.comp.300687,2018.comp.333,1
18754,2018.comp.300687,2018.comp.300687,13
18755,2019.comp.333,2019.comp.600845,1
18756,2019.comp.333,2019.comp.300687,1
18757,2019.comp.333,2019.comp.333,20
18758,2017.comp.300688,2017.comp.2049,1
18759,2017.comp.300688,2017.comp.300688,14
18760,2017.comp.300005,2017.comp.300005,23
18761,2017.comp.300005,2017.comp.300058,1
18762,2017.comp.300005,2017.comp.601519,1
18763,2017.comp.300058,2017.comp.600028,1
18764,2017.comp.300058,2017.comp.600460,1
18765,2017.comp.300058,2017.comp.300005,1
18766,2017.comp.300058,2017.comp.300058,19
18767,2017.comp.300058,2017.comp.600763,1
18768,2017.comp.300058,2017.comp.601669,1
18769,2019.comp.300688,2019.comp.300688,9
18770,2017.comp.300703,2017.comp.300703,21
18771,2019.comp.300711,2019.comp.2152,1
18772,2019.comp.300711,2019.comp.2465,1
18773,2019.comp.300711,2019.comp.300711,15
18774,2019.comp.300711,2019.comp.600894,2
18775,2018.comp.300725,2018.comp.300725,23
18776,2018.comp.300363,2018.comp.300363,20
18777,2019.comp.300725,2019.comp.300725,18
18778,2019.comp.300363,2019.comp.300363,19
18779,2020.comp.300727,2020.comp.300727,14
18780,2020.comp.300727,2020.comp.603155,1
18781,2020.comp.603155,2020.comp.300450,1
18782,2020.comp.603155,2020.comp.300727,1
18783,2020.comp.603155,2020.comp.603155,17
18784,2018.comp.300747,2018.comp.300747,24
18785,2018.comp.601869,2018.comp.601992,1
18786,2018.comp.601869,2018.comp.601800,1
18787,2018.comp.601869,2018.comp.601869,24
18788,2018.comp.601869,2018.comp.600345,1
18789,2020.comp.300712,2020.comp.300712,19
18790,2020.comp.300712,2020.comp.688010,1
18791,2020.comp.300761,2020.comp.676,1
18792,2020.comp.300761,2020.comp.300450,1
18793,2020.comp.300761,2020.comp.300761,15
18794,2020.comp.300761,2020.comp.603713,1
18795,2020.comp.300761,2020.comp.300759,1
18796,2020.comp.603713,2020.comp.300761,1
18797,2020.comp.603713,2020.comp.603713,14
18798,2020.comp.603713,2020.comp.300759,2
18799,2020.comp.300759,2020.comp.300761,1
18800,2020.comp.300759,2020.comp.603713,2
18801,2020.comp.300759,2020.comp.300759,19
18802,2019.comp.300772,2019.comp.300772,20
18803,2019.comp.601016,2019.comp.600012,1
18804,2019.comp.601016,2019.comp.300073,1
18805,2019.comp.601016,2019.comp.300140,1
18806,2019.comp.601016,2019.comp.601016,17
18807,2019.comp.601016,2019.comp.300274,1
18808,2019.comp.2833,2019.comp.300780,1
18809,2019.comp.2833,2019.comp.2833,15
18810,2020.comp.2833,2020.comp.300780,1
18811,2020.comp.2833,2020.comp.2833,14
18812,2020.comp.300788,2020.comp.300788,22
18813,2020.comp.300788,2020.comp.601898,1
18814,2019.comp.300798,2019.comp.2010,1
18815,2019.comp.300798,2019.comp.600596,1
18816,2019.comp.300798,2019.comp.300798,20
18817,2020.comp.300798,2020.comp.2010,1
18818,2020.comp.300798,2020.comp.600596,1
18819,2020.comp.300798,2020.comp.300798,17
18820,2019.comp.300800,2019.comp.2397,1
18821,2019.comp.300800,2019.comp.300800,18
18822,2020.comp.300815,2020.comp.300917,1
18823,2020.comp.300815,2020.comp.603588,1
18824,2020.comp.300815,2020.comp.2357,1
18825,2020.comp.300815,2020.comp.300815,16
18826,2020.comp.300195,2020.comp.735,1
18827,2020.comp.300195,2020.comp.590,1
18828,2020.comp.300195,2020.comp.603156,1
18829,2020.comp.300195,2020.comp.300195,23
18830,2020.comp.300195,2020.comp.300113,1
18831,2020.comp.300821,2020.comp.300821,16
18832,2020.comp.300841,2020.comp.300347,1
18833,2020.comp.300841,2020.comp.688266,1
18834,2020.comp.300841,2020.comp.300841,17
18835,2020.comp.300841,2020.comp.300585,1
18836,2020.comp.300585,2020.comp.300841,1
18837,2020.comp.300585,2020.comp.300585,19
18838,2020.comp.300847,2020.comp.300847,26
18839,2020.comp.300847,2020.comp.601118,1
18840,2020.comp.600482,2020.comp.600325,1
18841,2020.comp.600482,2020.comp.600482,25
18842,2020.comp.600482,2020.comp.601989,1
18843,2020.comp.600764,2020.comp.600764,20
18844,2020.comp.600764,2020.comp.600150,1
18845,2020.comp.300527,2020.comp.300527,15
18846,2020.comp.300888,2020.comp.300888,14
18847,2020.comp.300888,2020.comp.603808,1
18848,2020.comp.603808,2020.comp.300888,1
18849,2020.comp.603808,2020.comp.603808,12
18850,2020.comp.603808,2020.comp.601139,1
18851,2020.comp.300910,2020.comp.300910,21
18852,2020.comp.300910,2020.comp.600020,1
18853,2020.comp.300918,2020.comp.300121,1
18854,2020.comp.300918,2020.comp.300918,17
18855,2020.comp.300918,2020.comp.600219,1
18856,2020.comp.600219,2020.comp.300918,1
18857,2020.comp.600219,2020.comp.600219,21
18858,2020.comp.600219,2020.comp.600858,1
18859,2012.comp.600000,2012.comp.600000,32
18860,2012.comp.600000,2012.comp.600643,1
18861,2012.comp.600000,2012.comp.600827,1
18862,2012.comp.600000,2012.comp.600021,1
18863,2012.comp.600000,2012.comp.600104,2
18864,2012.comp.600000,2012.comp.600741,1
18865,2012.comp.600000,2012.comp.600850,1
18866,2012.comp.600000,2012.comp.601166,1
18867,2012.comp.600000,2012.comp.601788,1
18868,2012.comp.600643,2012.comp.600000,1
18869,2012.comp.600643,2012.comp.600643,24
18870,2012.comp.600643,2012.comp.600642,1
18871,2012.comp.600643,2012.comp.601866,1
18872,2012.comp.600643,2012.comp.900929,1
18873,2012.comp.600827,2012.comp.400,1
18874,2012.comp.600827,2012.comp.600845,1
18875,2012.comp.600827,2012.comp.600000,1
18876,2012.comp.600827,2012.comp.600827,22
18877,2012.comp.600827,2012.comp.600597,2
18878,2009.comp.600004,2009.comp.527,1
18879,2009.comp.600004,2009.comp.600004,18
18880,2004.comp.600004,2004.comp.539,1
18881,2004.comp.600004,2004.comp.600004,15
18882,2010.comp.600004,2010.comp.527,1
18883,2010.comp.600004,2010.comp.600004,19
18884,2011.comp.600004,2011.comp.300146,1
18885,2011.comp.600004,2011.comp.600004,17
18886,2012.comp.600004,2012.comp.600004,22
18887,2012.comp.600004,2012.comp.600685,1
18888,2013.comp.600004,2013.comp.600004,25
18889,2013.comp.600004,2013.comp.600685,1
18890,2004.comp.600006,2004.comp.600006,19
18891,2004.comp.600081,2004.comp.600081,13
18892,2004.comp.600081,2004.comp.600609,1
18893,2005.comp.600006,2005.comp.600006,18
18894,2005.comp.600006,2005.comp.600656,1
18895,2005.comp.600081,2005.comp.600081,14
18896,2005.comp.600081,2005.comp.600609,1
18897,2005.comp.600081,2005.comp.600843,1
18898,2006.comp.600006,2006.comp.600006,18
18899,2006.comp.600006,2006.comp.600656,1
18900,2006.comp.600081,2006.comp.600081,14
18901,2006.comp.600081,2006.comp.600609,1
